INDEX,TARGET,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
1358,3166,0,49,0,8,"$3,044",No,$0,z_No,z_F,z_High School,Student,65,Private,"$6,700",10,z_SUV,no,$0,0,No,4,,Highly Urban/ Urban
1359,5377,1,45,2,7,"$26,681",Yes,"$166,588",z_No,z_F,Bachelors,Professional,10,Private,"$28,840",10,Pickup,no,$0,0,No,0,13,z_Highly Rural/ Rural
1360,3226,0,57,0,16,"$53,739",No,"$220,862",Yes,M,Bachelors,Professional,41,Commercial,"$21,740",1,Van,yes,$0,0,No,5,,Highly Urban/ Urban
1361,1277,0,40,0,8,"$118,527",No,"$323,324",z_No,M,Masters,,48,Commercial,"$22,750",6,Panel Truck,no,$0,0,No,0,13,Highly Urban/ Urban
1362,6281,2,44,2,8,"$152,292",Yes,$0,z_No,M,Masters,Manager,42,Commercial,"$31,380",10,Panel Truck,yes,$0,0,No,1,19,Highly Urban/ Urban
1364,5591,1,42,2,14,"$251,883",Yes,"$603,984",z_No,z_F,PhD,Doctor,31,Private,"$5,700",3,z_SUV,no,"$33,808",1,Yes,4,,Highly Urban/ Urban
1365,6516,0,30,2,0,$0,No,$0,Yes,z_F,<High School,Student,21,Private,"$5,430",3,z_SUV,no,$0,0,Yes,0,5,Highly Urban/ Urban
1366,3706,0,30,1,0,$0,Yes,"$76,283",z_No,z_F,Bachelors,Home Maker,35,Private,"$4,500",6,Sports Car,no,"$35,477",4,Yes,1,1,Highly Urban/ Urban
1367,1833,0,39,3,12,"$12,332",Yes,"$98,982",z_No,M,<High School,Clerical,20,Commercial,"$8,450",6,Pickup,yes,"$7,262",2,No,0,1,Highly Urban/ Urban
1368,2641,0,42,0,13,"$54,729",No,"$181,515",Yes,z_F,Masters,Home Maker,30,Private,"$23,360",1,z_SUV,no,$0,0,No,0,,Highly Urban/ Urban
1369,7799.6458933,0,39,1,12,"$24,609",Yes,"$95,505",z_No,z_F,<High School,z_Blue Collar,68,Private,"$7,860",4,Sports Car,no,"$8,455",3,No,4,6,Highly Urban/ Urban
1370,4388,0,42,1,0,$0,No,"$122,520",Yes,z_F,Bachelors,Home Maker,62,Private,"$14,260",4,z_SUV,no,"$3,460",3,No,0,5,Highly Urban/ Urban
1373,9105,0,47,0,9,"$62,216",No,"$242,564",Yes,M,z_High School,Professional,42,Commercial,"$24,480",3,Panel Truck,no,"$3,884",2,No,3,1,Highly Urban/ Urban
1374,4298,1,42,2,13,"$112,205",No,"$311,529",Yes,z_F,Bachelors,Manager,48,Commercial,"$27,770",4,Pickup,no,"$6,557",1,No,5,11,Highly Urban/ Urban
1375,6208,0,35,0,0,$0,No,$0,Yes,M,Bachelors,Student,30,Commercial,"$5,000",1,Pickup,no,$0,0,No,3,10,Highly Urban/ Urban
1376,6690.4555506,0,43,2,0,$0,No,$0,Yes,z_F,z_High School,Student,61,Commercial,"$5,800",4,Minivan,no,"$6,935",4,No,5,1,Highly Urban/ Urban
1377,41063.386786,0,40,0,12,"$52,471",No,"$153,087",z_No,z_F,z_High School,z_Blue Collar,31,Commercial,"$21,860",10,z_SUV,no,$0,0,No,0,6,Highly Urban/ Urban
1379,6296,0,30,3,9,"$61,790",No,"$185,253",Yes,z_F,Bachelors,Clerical,28,Private,"$10,680",1,z_SUV,no,$0,0,Yes,0,14,Highly Urban/ Urban
1380,4898.2630712,3,53,0,10,"$58,049",No,"$186,384",Yes,M,Masters,Manager,44,Private,"$5,590",1,z_SUV,no,$0,0,No,0,15,Highly Urban/ Urban
1383,2649,0,49,0,11,"$48,215",No,$0,z_No,z_F,PhD,Doctor,46,Private,"$13,190",10,z_SUV,no,"$2,516",4,No,2,19,Highly Urban/ Urban
1384,1668,0,31,4,0,$0,Yes,$0,z_No,z_F,Bachelors,Student,14,Commercial,"$4,600",11,Sports Car,no,"$8,136",1,No,6,14,Highly Urban/ Urban
1385,6595,0,48,0,10,"$90,044",No,$0,z_No,z_F,Bachelors,z_Blue Collar,79,Commercial,"$17,310",3,z_SUV,no,"$2,317",1,No,0,16,Highly Urban/ Urban
1386,5685,0,48,0,10,"$23,588",No,"$174,929",Yes,z_F,z_High School,Clerical,61,Private,"$9,500",1,z_SUV,no,"$31,664",2,Yes,3,7,Highly Urban/ Urban
1387,2546,2,37,2,10,"$45,282",Yes,"$170,166",z_No,z_F,<High School,z_Blue Collar,50,Private,"$5,100",4,Sports Car,no,"$7,136",1,No,4,1,z_Highly Rural/ Rural
1388,5810,0,34,2,9,"$33,538",Yes,$0,z_No,M,<High School,z_Blue Collar,29,Private,"$8,250",4,Minivan,yes,"$38,845",2,Yes,2,1,Highly Urban/ Urban
1389,5943,1,36,2,12,"$82,780",No,,Yes,M,z_High School,z_Blue Collar,24,Commercial,"$1,500",6,Minivan,no,"$5,999",2,Yes,6,5,Highly Urban/ Urban
1390,10267,0,39,2,10,"$30,618",No,"$157,285",Yes,M,z_High School,z_Blue Collar,44,Commercial,"$21,320",3,Van,yes,"$9,469",2,No,0,1,Highly Urban/ Urban
1391,1148,0,54,0,13,"$65,234",No,"$280,155",Yes,z_F,z_High School,z_Blue Collar,36,Commercial,"$23,170",4,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
1392,1947,1,42,1,10,"$73,376",Yes,$0,z_No,z_F,Masters,Lawyer,39,Private,"$25,590",1,Sports Car,no,"$7,328",1,No,5,11,Highly Urban/ Urban
1395,1444,3,45,3,17,"$28,538",No,"$140,924",Yes,z_F,<High School,Clerical,15,Private,"$16,920",3,z_SUV,no,"$22,262",2,Yes,7,5,Highly Urban/ Urban
1396,5453,0,47,0,9,"$62,133",No,"$222,691",Yes,M,z_High School,Professional,35,Commercial,"$25,310",17,Panel Truck,no,$0,0,No,2,1,Highly Urban/ Urban
1397,3270,0,39,0,10,"$14,677",No,$0,z_No,M,Bachelors,Student,44,Commercial,"$10,180",1,Pickup,no,$0,0,No,0,9,z_Highly Rural/ Rural
1399,2128.7260733,0,47,0,16,"$33,717",No,"$145,021",Yes,M,z_High School,Clerical,45,Commercial,"$4,870",13,Pickup,yes,$0,0,Yes,0,1,Highly Urban/ Urban
1400,1414,0,62,0,0,$0,No,"$52,952",Yes,z_F,z_High School,Home Maker,37,Private,"$12,760",4,Sports Car,no,$0,0,No,2,1,Highly Urban/ Urban
1401,4400,0,20,0,8,"$4,209",No,"$80,790",z_No,z_F,z_High School,Clerical,23,Private,"$10,570",1,z_SUV,no,$0,0,No,4,9,Highly Urban/ Urban
1402,5782,0,42,0,13,"$71,779",No,"$187,108",Yes,z_F,PhD,Manager,5,Private,"$15,480",4,z_SUV,no,$0,0,No,0,12,Highly Urban/ Urban
1403,3989,0,48,0,10,"$106,752",No,$0,z_No,M,Bachelors,Professional,46,Private,"$19,540",4,Van,yes,"$8,212",3,No,2,15,Highly Urban/ Urban
1406,45985.409917,0,26,2,11,"$21,443",No,"$116,421",Yes,M,<High School,Clerical,19,Commercial,"$24,280",6,Panel Truck,no,"$42,208",1,Yes,5,1,z_Highly Rural/ Rural
1407,1401,0,42,0,11,"$27,253",No,$0,z_No,z_F,<High School,Clerical,25,Commercial,"$45,360",6,Panel Truck,no,"$29,919",1,Yes,0,7,Highly Urban/ Urban
1408,4291,0,63,0,16,"$141,953",No,"$377,925",Yes,M,PhD,,35,Commercial,"$27,570",10,Pickup,yes,$0,0,No,0,9,Highly Urban/ Urban
1409,4665,2,43,2,12,"$62,638",Yes,$0,z_No,z_F,Bachelors,Professional,36,Commercial,"$23,140",6,Pickup,no,"$7,148",2,No,4,11,Highly Urban/ Urban
1410,2572,0,46,0,13,"$9,494",No,$0,z_No,z_F,<High School,Home Maker,38,Private,"$2,450",5,Sports Car,no,$0,0,No,0,1,Highly Urban/ Urban
1411,22951.253393,0,61,0,10,"$62,185",No,$0,z_No,M,PhD,,40,Commercial,"$26,550",1,Panel Truck,yes,"$4,843",3,No,0,11,Highly Urban/ Urban
1412,1746,0,31,1,15,"$20,277",No,"$134,375",Yes,z_F,<High School,Clerical,5,Private,"$24,670",1,Minivan,no,$0,0,No,2,1,Highly Urban/ Urban
1413,17424.772101,1,37,2,13,"$64,927",No,"$184,518",Yes,M,Masters,,31,Commercial,"$35,270",6,Panel Truck,no,$0,0,No,0,15,Highly Urban/ Urban
1414,535.28326576,0,43,0,12,"$46,915",No,$0,z_No,M,z_High School,Clerical,52,Private,"$11,310",1,Pickup,no,$0,0,Yes,1,1,Highly Urban/ Urban
1415,4351,0,49,0,6,"$11,069",No,$0,z_No,z_F,<High School,Student,60,Private,"$19,520",4,z_SUV,no,"$5,954",3,No,5,3,Highly Urban/ Urban
1416,3367,0,55,0,8,"$86,574",No,"$323,469",Yes,M,Masters,Manager,47,Private,"$17,020",3,Van,yes,$0,0,No,0,18,Highly Urban/ Urban
1417,8534.9455705,0,33,1,12,"$119,869",Yes,$0,z_No,z_F,<High School,z_Blue Collar,48,Commercial,"$23,410",1,Pickup,no,"$26,363",1,Yes,5,1,Highly Urban/ Urban
1418,1020,1,58,2,17,"$100,886",No,,Yes,z_F,Bachelors,Professional,29,Private,"$18,740",1,z_SUV,no,"$5,108",1,No,9,,z_Highly Rural/ Rural
1420,3776,0,46,0,9,"$24,202",No,$0,z_No,M,PhD,Lawyer,24,Private,"$17,270",13,Van,yes,"$3,475",1,No,4,17,Highly Urban/ Urban
1422,5413,0,33,2,14,"$36,351",No,"$193,200",Yes,M,z_High School,z_Blue Collar,47,Commercial,"$11,450",10,Pickup,yes,"$3,647",3,No,3,13,Highly Urban/ Urban
1423,3246,2,37,3,12,"$40,012",No,"$200,016",Yes,z_F,z_High School,Professional,20,Private,"$9,200",7,Minivan,no,"$3,119",2,No,2,1,Highly Urban/ Urban
1424,4618,0,35,2,14,"$34,235",No,"$139,521",Yes,M,z_High School,Clerical,52,Private,"$8,420",3,Pickup,no,$0,0,Yes,2,6,Highly Urban/ Urban
1425,3666,0,44,2,0,$0,Yes,$0,z_No,z_F,PhD,Doctor,39,Private,"$23,570",1,Minivan,no,"$1,380",3,No,3,17,Highly Urban/ Urban
1427,4475,1,43,1,13,"$78,288",No,"$316,436",Yes,M,z_High School,Professional,31,Private,"$15,380",5,Minivan,yes,$0,0,No,1,8,Highly Urban/ Urban
1428,2707,0,43,1,4,"$82,795",Yes,$0,z_No,M,Bachelors,z_Blue Collar,40,Commercial,"$8,460",1,Pickup,yes,"$8,844",2,No,7,7,Highly Urban/ Urban
1429,7981,0,50,0,10,"$216,924",No,$0,z_No,z_F,PhD,Lawyer,6,Private,"$6,500",6,z_SUV,no,"$27,369",2,Yes,5,12,Highly Urban/ Urban
1430,2190,0,47,0,10,"$28,600",No,$0,z_No,z_F,Bachelors,Professional,28,Private,"$8,830",4,Sports Car,no,"$31,567",2,Yes,3,10,Highly Urban/ Urban
1432,4286,0,45,0,9,"$20,188",No,$0,z_No,z_F,<High School,Clerical,38,Private,"$14,200",1,z_SUV,no,"$1,310",1,No,7,6,Highly Urban/ Urban
1433,5499,0,47,0,11,"$28,808",No,$0,z_No,M,z_High School,Student,6,Commercial,"$8,770",1,Minivan,no,$0,0,Yes,4,8,Highly Urban/ Urban
1434,4433,0,48,0,12,"$34,669",No,"$146,134",Yes,M,z_High School,Clerical,42,Commercial,"$8,630",1,Pickup,no,"$2,499",3,No,1,1,Highly Urban/ Urban
1436,5160,0,50,0,12,"$180,074",No,"$442,649",Yes,z_F,PhD,Doctor,59,Private,"$35,520",4,Sports Car,no,"$4,657",3,No,6,1,Highly Urban/ Urban
1439,2080,0,38,0,9,"$12,216",No,$0,z_No,z_F,z_High School,Student,39,Commercial,"$5,560",6,z_SUV,no,$0,0,Yes,0,1,Highly Urban/ Urban
1440,4618,0,33,5,13,"$28,084",No,"$132,519",Yes,z_F,z_High School,Clerical,43,Private,"$11,100",1,z_SUV,no,$555,2,No,3,1,Highly Urban/ Urban
1441,4966,0,35,1,9,"$77,179",Yes,$0,z_No,M,z_High School,z_Blue Collar,34,Commercial,"$12,720",10,Minivan,no,$0,0,No,0,4,Highly Urban/ Urban
1443,3213,1,45,2,13,"$90,479",No,"$250,111",Yes,M,Masters,,30,Commercial,"$36,330",1,Panel Truck,no,$0,0,No,0,1,Highly Urban/ Urban
1444,3896,0,41,0,9,"$18,939",No,$0,z_No,M,<High School,z_Blue Collar,50,Private,"$5,600",6,Minivan,no,"$5,171",4,No,4,1,Highly Urban/ Urban
1445,1834,0,43,2,10,"$50,952",Yes,$0,z_No,M,z_High School,z_Blue Collar,27,Private,"$10,900",7,Minivan,no,$0,0,No,0,9,Highly Urban/ Urban
1446,4915,0,46,0,12,"$54,945",No,,Yes,z_F,z_High School,Professional,40,Private,"$12,220",1,z_SUV,no,"$6,780",1,No,0,10,Highly Urban/ Urban
1447,4104,0,36,1,8,"$20,494",No,$0,Yes,M,z_High School,Student,22,Commercial,"$5,000",1,Pickup,yes,"$1,091",1,No,5,7,Highly Urban/ Urban
1448,5524,0,58,0,,"$45,977",No,,Yes,z_F,z_High School,z_Blue Collar,52,Commercial,"$9,960",13,z_SUV,no,"$1,444",1,No,6,10,Highly Urban/ Urban
1449,3975,0,52,0,8,"$273,507",No,"$630,267",z_No,M,PhD,Manager,26,Commercial,"$17,570",1,Van,no,"$10,200",3,No,6,16,Highly Urban/ Urban
1450,5664,0,34,1,10,"$79,445",Yes,$0,z_No,z_F,PhD,Lawyer,36,Private,"$12,840",1,z_SUV,no,$0,0,Yes,3,,Highly Urban/ Urban
1451,6761.2385545,0,57,0,9,"$162,519",No,$0,z_No,z_F,PhD,Doctor,25,Private,"$23,450",4,Minivan,no,"$8,044",3,No,2,14,Highly Urban/ Urban
1452,6217,0,31,1,11,"$64,365",No,,Yes,M,Masters,Manager,23,Commercial,"$4,900",3,Pickup,yes,"$6,156",1,No,0,16,Highly Urban/ Urban
1453,2956,0,32,1,12,,Yes,$0,z_No,M,Masters,,37,Private,"$9,060",10,Pickup,yes,$0,0,No,0,15,Highly Urban/ Urban
1454,5201.0549546,0,56,0,9,"$36,635",No,"$132,567",Yes,z_F,z_High School,Clerical,16,Private,"$5,160",6,z_SUV,no,"$24,822",3,Yes,4,11,Highly Urban/ Urban
1455,4568,0,34,1,0,$0,Yes,$0,z_No,M,z_High School,Student,32,Commercial,"$11,910",4,Pickup,no,"$2,361",3,No,4,1,Highly Urban/ Urban
1456,3751,0,40,0,11,"$59,822",No,"$171,876",Yes,z_F,z_High School,z_Blue Collar,51,Commercial,"$18,110",1,Minivan,no,"$7,769",3,No,4,1,Highly Urban/ Urban
1457,1885.5801967,0,41,3,2,,No,"$139,729",Yes,z_F,z_High School,Clerical,48,Private,"$11,780",4,Sports Car,no,"$16,948",4,Yes,2,1,Highly Urban/ Urban
1458,1463,1,43,2,0,$0,No,"$94,377",Yes,z_F,z_High School,Home Maker,47,Private,"$11,190",4,z_SUV,no,$0,0,No,0,,Highly Urban/ Urban
1459,2702,0,48,0,12,"$144,922",No,$0,z_No,M,Masters,,31,Commercial,"$6,300",1,Pickup,no,$0,0,Yes,0,20,Highly Urban/ Urban
1460,4537,1,44,3,16,"$119,998",No,"$331,683",Yes,M,PhD,,34,Commercial,"$5,900",10,Pickup,yes,$0,0,No,2,11,Highly Urban/ Urban
1461,23910.116304,0,42,1,12,"$98,515",Yes,"$289,187",z_No,z_F,Masters,Lawyer,22,Private,"$15,990",1,z_SUV,no,"$4,208",1,No,4,17,Highly Urban/ Urban
1462,60846.530416,1,36,2,12,"$131,090",Yes,"$360,638",z_No,M,Bachelors,z_Blue Collar,29,Commercial,"$32,430",1,Panel Truck,yes,"$6,514",4,No,9,9,Highly Urban/ Urban
1463,5125,1,44,2,8,"$42,408",Yes,,z_No,M,Bachelors,Professional,43,Commercial,"$6,400",13,Pickup,yes,$0,0,No,1,9,Highly Urban/ Urban
1465,4613,0,51,0,,"$94,160",No,"$310,037",z_No,M,<High School,z_Blue Collar,31,Private,"$6,600",1,Pickup,no,"$8,136",2,No,0,5,Highly Urban/ Urban
1466,3068.9146622,0,29,1,0,$0,Yes,$0,z_No,z_F,z_High School,Student,40,Commercial,"$9,370",10,Sports Car,no,$0,0,No,0,1,Highly Urban/ Urban
1467,4372.509835,0,58,0,8,"$77,297",No,"$280,067",z_No,M,Bachelors,z_Blue Collar,5,Commercial,"$7,300",4,Pickup,no,"$3,075",4,No,5,1,Highly Urban/ Urban
1468,26243.507804,0,50,1,15,"$61,138",No,"$198,569",Yes,M,Masters,Lawyer,16,Private,"$36,330",1,Minivan,no,$0,0,No,1,1,Highly Urban/ Urban
1469,7680,0,34,0,,"$39,752",No,"$148,049",z_No,M,Bachelors,z_Blue Collar,40,Commercial,"$21,510",4,Van,no,"$6,025",3,No,2,10,Highly Urban/ Urban
1470,6471,0,46,0,6,"$77,946",No,"$225,853",Yes,M,z_High School,z_Blue Collar,34,Commercial,"$17,840",3,Van,yes,"$4,002",1,No,1,1,Highly Urban/ Urban
1472,4907,1,40,1,12,"$159,889",No,"$412,774",Yes,z_F,PhD,Doctor,10,Private,"$24,870",4,Sports Car,no,"$7,343",4,No,3,13,Highly Urban/ Urban
1474,6872,0,37,0,10,"$55,076",No,"$245,993",Yes,M,z_High School,Clerical,23,Private,"$16,400",4,Van,no,$0,0,No,1,1,Highly Urban/ Urban
1475,4950,0,53,0,11,"$168,419",No,$0,z_No,M,PhD,Lawyer,17,Private,"$15,340",6,Minivan,no,$0,0,No,0,15,Highly Urban/ Urban
1477,6425,2,58,2,16,"$46,187",No,"$201,756",Yes,z_F,<High School,z_Blue Collar,27,Private,"$4,090",4,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
1480,675.77987635,0,56,0,14,"$22,881",No,"$174,663",Yes,M,z_High School,z_Blue Collar,19,Commercial,"$7,100",1,Pickup,yes,$995,3,No,3,1,Highly Urban/ Urban
1481,980,0,29,1,10,"$17,984",Yes,$0,z_No,M,z_High School,Clerical,35,Private,"$13,680",7,Minivan,yes,"$4,814",3,No,5,1,Highly Urban/ Urban
1482,3421,0,40,2,14,"$50,401",Yes,"$149,910",z_No,z_F,z_High School,Clerical,5,Private,"$1,500",6,z_SUV,no,$0,0,No,3,7,Highly Urban/ Urban
1483,1639,1,41,2,13,"$111,014",Yes,"$298,205",z_No,z_F,Masters,Lawyer,35,Private,"$1,500",6,z_SUV,no,"$20,972",2,Yes,6,17,Highly Urban/ Urban
1484,754.51718386,0,48,0,13,"$54,028",No,"$193,941",Yes,z_F,Bachelors,Home Maker,46,Private,"$6,450",1,z_SUV,no,"$2,755",2,No,0,7,Highly Urban/ Urban
1485,1550,0,47,0,0,$0,No,$0,z_No,z_F,<High School,Student,26,Private,"$6,200",6,Sports Car,no,$0,0,No,4,1,Highly Urban/ Urban
1486,6050,0,50,0,11,"$33,575",No,"$175,923",Yes,M,z_High School,z_Blue Collar,44,Commercial,"$12,470",1,Minivan,no,"$3,707",1,Yes,0,7,Highly Urban/ Urban
1488,6052,0,46,0,0,$0,No,$0,z_No,z_F,PhD,Home Maker,74,Private,"$7,710",4,z_SUV,no,$0,0,No,3,,Highly Urban/ Urban
1489,5428,0,30,5,0,$0,No,$0,Yes,M,z_High School,Student,6,Commercial,"$16,810",1,Van,no,"$1,975",3,No,8,1,Highly Urban/ Urban
1490,2851,0,21,1,0,$0,Yes,$0,z_No,z_F,z_High School,Student,14,Commercial,"$9,560",4,Minivan,yes,"$7,225",3,No,3,1,z_Highly Rural/ Rural
1491,2389,0,53,0,13,"$40,383",No,"$203,659",z_No,M,Masters,Lawyer,27,Private,"$10,490",1,Pickup,no,"$8,424",1,No,5,11,Highly Urban/ Urban
1493,2772,0,31,1,14,"$86,794",Yes,$0,z_No,z_F,Bachelors,z_Blue Collar,55,Commercial,"$19,910",4,z_SUV,no,"$4,156",1,Yes,2,8,Highly Urban/ Urban
1494,3930,0,45,2,12,"$28,453",No,"$126,662",Yes,M,z_High School,Clerical,30,Private,"$13,730",11,Minivan,yes,"$1,150",2,No,5,1,Highly Urban/ Urban
1495,5013,0,42,0,7,"$155,570",No,$0,z_No,z_F,PhD,Doctor,39,Private,"$16,390",6,z_SUV,no,"$4,601",3,No,0,13,Highly Urban/ Urban
1498,6835,0,55,0,10,"$40,683",No,"$163,194",Yes,z_F,z_High School,z_Blue Collar,32,Commercial,"$5,570",13,Sports Car,no,$0,0,No,3,9,Highly Urban/ Urban
1499,1961.9030683,1,42,1,,"$46,436",No,"$175,019",Yes,z_F,Bachelors,Professional,37,Commercial,"$25,140",4,Pickup,no,"$5,795",3,No,3,14,Highly Urban/ Urban
1500,980,0,42,1,10,"$104,560",Yes,"$319,400",z_No,z_F,Bachelors,Manager,13,Private,"$17,500",4,z_SUV,no,$0,0,No,1,,Highly Urban/ Urban
1501,5863,0,51,1,14,"$23,766",No,"$173,701",Yes,M,<High School,Clerical,43,Commercial,"$8,980",7,Pickup,yes,$0,0,No,0,6,Highly Urban/ Urban
1502,2797,0,63,0,11,"$46,814",No,,z_No,z_F,Bachelors,z_Blue Collar,29,Commercial,"$24,660",1,Sports Car,no,"$43,501",1,Yes,2,,Highly Urban/ Urban
1503,1494,0,28,3,14,,No,"$201,709",Yes,M,Bachelors,Manager,56,Private,"$4,300",1,Minivan,yes,"$10,658",2,No,3,5,Highly Urban/ Urban
1504,5162,0,39,1,,"$18,362",Yes,$0,z_No,M,<High School,z_Blue Collar,34,Commercial,"$26,550",7,Panel Truck,no,"$8,673",3,No,4,1,Highly Urban/ Urban
1505,4904,0,57,0,15,"$44,108",No,$0,z_No,z_F,z_High School,Student,14,Private,"$18,530",10,z_SUV,no,"$2,056",2,No,0,1,Highly Urban/ Urban
1506,5543,0,39,1,0,$0,Yes,,z_No,z_F,<High School,Student,18,Commercial,"$5,200",14,z_SUV,no,"$13,647",2,No,7,1,Highly Urban/ Urban
1507,2901,0,46,0,13,"$147,091",No,$0,z_No,z_F,PhD,,57,Commercial,"$30,690",4,Pickup,no,"$35,095",3,Yes,0,19,Highly Urban/ Urban
1508,3225,0,41,0,11,"$23,250",No,"$158,854",Yes,z_F,<High School,z_Blue Collar,23,Private,"$14,020",6,Sports Car,no,$0,0,No,0,1,z_Highly Rural/ Rural
1509,1305,0,47,0,0,$0,No,$0,z_No,M,<High School,Student,25,Private,"$6,200",9,Pickup,no,"$25,973",1,Yes,0,5,Highly Urban/ Urban
1510,16208.137961,0,60,0,,$0,No,$0,z_No,z_F,Masters,Home Maker,46,Private,"$8,960",3,z_SUV,no,$0,0,Yes,2,10,Highly Urban/ Urban
1511,4435,0,61,0,14,"$76,875",No,$0,z_No,z_F,Masters,Lawyer,39,Private,"$17,740",10,Sports Car,no,"$6,587",3,No,8,1,Highly Urban/ Urban
1512,5812,1,45,2,10,"$108,151",Yes,$0,z_No,z_F,Bachelors,Manager,50,Private,"$12,320",11,Minivan,no,"$4,746",2,No,0,1,Highly Urban/ Urban
1513,3561,0,51,1,18,"$30,531",No,"$122,736",Yes,z_F,z_High School,z_Blue Collar,48,Commercial,"$15,470",1,z_SUV,no,"$4,874",3,No,5,1,Highly Urban/ Urban
1514,2344,0,47,0,7,"$21,517",No,"$130,812",Yes,M,z_High School,Clerical,12,Commercial,"$8,350",10,Pickup,no,"$7,143",2,No,7,1,Highly Urban/ Urban
1516,7028,0,47,0,5,"$48,058",No,"$148,046",Yes,M,Masters,Lawyer,56,Private,"$19,030",6,Van,no,$0,0,No,0,18,Highly Urban/ Urban
1517,4155,0,47,0,10,"$116,767",No,"$275,218",Yes,z_F,Bachelors,Manager,67,Private,"$34,610",1,Minivan,no,$0,0,No,1,8,Highly Urban/ Urban
1518,744,0,35,2,11,"$55,637",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,38,Commercial,"$22,780",1,Sports Car,no,$0,0,No,0,1,Highly Urban/ Urban
1520,5575,0,44,0,12,,No,"$271,926",Yes,M,Bachelors,z_Blue Collar,33,Commercial,"$20,760",1,Minivan,no,$0,0,Yes,0,10,Highly Urban/ Urban
1521,5568,0,52,0,10,,No,$0,z_No,M,Bachelors,z_Blue Collar,45,Commercial,"$20,750",10,Van,yes,$0,0,Yes,1,5,Highly Urban/ Urban
1523,3214,0,50,0,,$0,No,$0,z_No,z_F,<High School,Student,48,Private,"$6,500",1,Sports Car,no,$0,0,No,6,4,Highly Urban/ Urban
1524,1781,2,58,3,10,"$125,791",No,"$371,188",Yes,z_F,Masters,Lawyer,45,Private,"$14,680",9,z_SUV,no,"$8,386",2,No,1,18,Highly Urban/ Urban
1525,709,0,38,0,0,$0,No,$0,Yes,z_F,Bachelors,Student,29,Commercial,"$5,300",1,Sports Car,no,"$8,080",1,Yes,5,11,Highly Urban/ Urban
1527,1808,0,37,2,15,"$42,758",No,,Yes,z_F,z_High School,z_Blue Collar,24,Commercial,"$9,480",10,z_SUV,no,"$1,432",3,No,0,11,Highly Urban/ Urban
1528,5349,1,44,3,13,"$216,412",No,"$495,325",Yes,M,PhD,,40,Commercial,"$28,770",1,Panel Truck,no,"$1,312",3,No,0,18,Highly Urban/ Urban
1529,4376.296502,0,32,1,9,"$89,286",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,37,Commercial,"$4,700",6,Sports Car,no,$0,0,Yes,1,9,Highly Urban/ Urban
1530,1710,0,48,0,0,$0,No,$0,Yes,M,z_High School,Student,30,Commercial,"$10,940",1,Pickup,yes,$0,0,No,0,12,z_Highly Rural/ Rural
1531,4566,0,60,3,17,"$6,104",No,$0,Yes,z_F,Bachelors,Student,31,Commercial,"$8,540",1,z_SUV,no,$0,0,No,0,7,z_Highly Rural/ Rural
1532,865,1,44,1,11,"$27,052",Yes,$0,z_No,z_F,z_High School,Clerical,15,Private,"$8,610",6,Sports Car,no,"$4,321",3,No,8,3,Highly Urban/ Urban
1533,1942,0,43,0,11,"$40,791",No,"$197,873",Yes,M,z_High School,Clerical,7,Commercial,"$9,480",4,Pickup,yes,"$3,507",2,No,1,1,Highly Urban/ Urban
1534,8000,0,46,0,7,"$82,149",No,$0,z_No,M,Bachelors,z_Blue Collar,19,Commercial,"$19,980",7,Van,yes,"$8,054",2,No,0,10,Highly Urban/ Urban
1535,4538,0,33,2,10,"$93,258",No,"$291,200",Yes,M,Bachelors,Professional,66,Commercial,"$20,120",9,Van,no,"$5,480",4,No,1,7,Highly Urban/ Urban
1536,24590.732099,2,42,3,9,"$65,598",No,,Yes,M,Masters,Manager,35,Commercial,"$5,700",1,Pickup,no,"$4,332",1,No,4,10,Highly Urban/ Urban
1539,5800,0,44,0,,"$27,222",No,$0,z_No,M,<High School,z_Blue Collar,25,Commercial,"$8,620",1,Pickup,yes,$0,0,No,1,1,z_Highly Rural/ Rural
1541,5913,0,35,1,12,"$8,701",No,"$80,364",Yes,M,Masters,Professional,28,Private,"$6,050",10,Pickup,yes,"$23,176",1,No,6,17,Highly Urban/ Urban
1542,5089,0,56,0,13,"$33,193",No,"$149,500",Yes,M,z_High School,z_Blue Collar,40,Commercial,"$11,480",4,Pickup,no,"$4,196",2,No,1,1,Highly Urban/ Urban
1544,5871,0,49,0,8,"$39,490",No,"$175,057",z_No,z_F,z_High School,Professional,61,Private,"$5,450",1,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
1545,52063.354084,0,39,0,,,No,"$212,190",Yes,M,Bachelors,Clerical,15,Commercial,"$22,120",4,Van,yes,$654,3,No,3,11,Highly Urban/ Urban
1546,7893,0,36,2,12,"$24,612",No,,Yes,z_F,Bachelors,Clerical,36,Private,"$6,580",1,Sports Car,no,"$21,939",2,Yes,1,8,Highly Urban/ Urban
