INDEX,TARGET_FLAG,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
3270,0,17400,55575,78661,DebtCon,Other,17,1,0,198.98960053,1,20,38.991431366
3271,0,17400,102228,115898,DebtCon,ProfExe,0,0,0,144.19816755,0,30,35.114150348
3272,0,17400,56111,114521,HomeImp,Office,2,,2,154.85552388,1,24,38.695083557
3273,0,17400,64163,84948,HomeImp,ProfExe,12,0,2,172.71116574,0,13,27.979694402
3274,1,17400,79623,113658,DebtCon,Other,0,0,2,212.12914517,2,25,35.106719635
3275,0,17500,92986,114276,DebtCon,Other,13,0,0,116.96135784,2,8,36.251385732
3276,0,17500,99853,163401,DebtCon,Mgr,0,0,0,208.46227619,1,18,37.82861717
3278,0,17500,101354,117209,DebtCon,ProfExe,1,0,0,136.15822253,0,30,36.851723302
3279,0,17500,133243,154513,DebtCon,Mgr,,0,0,217.03704869,0,18,37.462991964
3280,1,17500,76100,98500,DebtCon,Other,5,10,1,59.833333333,5,16,
3282,0,17500,73071,94267,DebtCon,Office,1,0,0,160.45470053,3,19,32.276809318
3284,0,17500,51102,69532,DebtCon,Other,5,0,0,108.31608023,2,49,31.495945715
3285,0,17500,100642,138550,DebtCon,Office,3,,,115.07594761,3,16,32.176380263
3286,1,17500,110603,142000,DebtCon,Other,1,1,0,163.06666667,3,25,
3287,1,17500,56647,78000,DebtCon,ProfExe,11,3,2,92.3,7,29,
3288,1,17500,68000,133015,DebtCon,Office,19,1,1,177.5,5,21,
3289,0,17500,46636,72908,DebtCon,Other,7,0,0,110.23090719,3,15,41.512292086
3291,0,17500,85183,108948,HomeImp,ProfExe,4,0,0,125.10948564,1,25,37.103025992
3292,0,17500,61524,87188,HomeImp,ProfExe,3,0,0,115.80866085,1,13,25.401570002
3295,0,17500,103562,130613,DebtCon,Other,1,0,0,288.00847827,0,47,39.358357532
3296,0,17500,102858,138977,DebtCon,Office,2,,,100.28121919,2,15,31.669319454
3297,0,17500,23288,94904,DebtCon,ProfExe,8,0,0,145.12073677,0,20,29.675382217
3300,0,17600,,96188,,Other,,0,0,181.29504647,0,9,30.879317294
3301,0,17600,56090,103992,HomeImp,Other,1,0,2,46.875135751,1,10,39.081826438
3302,0,17600,62996,86817,HomeImp,ProfExe,12,0,1,152.78264779,0,14,29.203654576
3304,0,17600,72232,103081,DebtCon,Other,1,0,0,143.96715312,0,18,36.309962492
3305,0,17600,79122,96116,DebtCon,Other,1,0,0,152.44371441,1,18,35.589662601
3306,1,17600,76043,95605,DebtCon,Other,3,2,1,85.04333493,6,30,47.840295122
3307,0,17600,44571,66088,HomeImp,Office,2,0,0,126.09038158,0,17,30.871901786
3308,0,17600,,45119,DebtCon,Other,,,,354.73591921,,17,34.495046658
3309,0,17600,29201,41396,DebtCon,Mgr,19,0,0,89.20252735,1,16,23.93494584
3311,0,17600,64857,82449,DebtCon,Other,1,0,0,312.88247401,3,15,43.478862555
3313,0,17600,71983,97939,DebtCon,Office,1,0,0,144.36621588,3,19,29.808589765
3315,0,17600,62198,101183,HomeImp,ProfExe,21,0,0,230.7167135,1,23,39.139756562
3316,0,17600,71366,87862,DebtCon,Office,5,0,0,116.79668509,0,20,23.400137117
3317,0,17600,39063,54561,DebtCon,Other,17,0,0,107.94381754,1,17,38.919210327
3318,0,17600,48487,65665,DebtCon,Other,6,0,0,100.17400375,2,15,43.769684913
3319,0,17600,,66000,,,7,0,0,111.78570044,0,14,27.090894722
3320,0,17600,88661,114922,DebtCon,Other,13,0,0,152.75401017,1,7,36.766273628
3321,0,17600,61093,97551,DebtCon,Office,0,0,0,75.060829426,0,22,35.562993202
3322,0,17700,10847,94611,HomeImp,Other,14,0,1,271.39666705,0,22,27.283395304
3323,0,17700,17480,41055,,Office,1,0,0,196.1319389,0,15,37.923659517
3324,0,17700,64964,88856,DebtCon,Office,5,0,0,114.66761831,0,19,21.933006318
3325,0,17700,111612,128416,DebtCon,,14,0,0,169.73348753,0,17,39.770628448
3327,0,17700,50886,106673,HomeImp,Other,2,0,2,57.090659606,1,10,40.85911311
3328,0,17700,60260,90196,HomeImp,ProfExe,11,0,1,177.85484553,0,14,29.60717111
3329,0,17700,36253,57420,DebtCon,ProfExe,3,0,0,267.78350875,1,34,37.934570083
3330,0,17700,,56402,DebtCon,Office,3,0,0,91.04574898,2,8,38.685506283
3331,0,17700,107395,133433,DebtCon,ProfExe,6,0,0,96.157561735,0,13,27.592277381
3332,0,17700,71399,96588,HomeImp,ProfExe,7,0,0,83.59853183,0,16,33.626585668
3333,0,17700,98476,136319,DebtCon,Office,2,,,110.73572859,3,16,32.221024839
3334,0,17700,85150,113104,DebtCon,ProfExe,11,0,0,148.0652591,2,19,38.962872064
3337,0,17700,,55796,DebtCon,Office,1,0,0,85.183412567,2,8,40.20948611
3339,0,17700,72911,97317,DebtCon,Mgr,1,0,0,82.39838379,0,17,25.329250867
3340,0,17700,82302,111228,HomeImp,ProfExe,4,0,0,118.4559036,0,25,37.160561204
3341,0,17800,61494,85864,DebtCon,Other,2,0,0,303.83765082,3,15,40.246312084
3342,0,17800,38770,64357,DebtCon,Other,17,0,0,282.9357846,0,21,27.97949547
3343,0,17800,39686,67246,DebtCon,,5,0,0,114.18355498,1,10,27.575809699
3345,0,17800,,95639,,Other,,0,0,179.84935161,1,9,33.142257222
3347,0,17800,56956,74305,DebtCon,Office,0,0,0,187.18332939,0,24,31.817471916
3349,0,17800,58942,91483,HomeImp,ProfExe,5,0,0,123.73667435,0,13,28.155959991
3350,0,17800,68889,85642,DebtCon,Other,0,2,2,105.76796088,2,25,34.629922009
3351,0,17800,100277,163702,,Other,,1,,256.85447121,,24,36.354036449
3353,0,17800,137169,182280,DebtCon,Mgr,12,0,0,241.37530714,0,21,28.846448119
3354,0,17800,13839,171378,HomeImp,Mgr,23,0,0,86.702624803,2,21,31.359609533
3355,0,17800,13660,173360,HomeImp,Mgr,23,0,0,78.838898801,2,21,30.062792323
3356,0,17800,8642,88369,HomeImp,Other,13,0,0,265.02210303,0,22,26.480792368
3357,0,17800,36902,57622,HomeImp,Other,9,0,0,121.87970265,0,10,19.142116568
3358,0,17800,54003,116434,DebtCon,ProfExe,18,0,0,268.71530396,0,19,24.251971765
3359,0,17800,69306,94504,HomeImp,ProfExe,7,0,0,85.850829978,0,15,32.294216902
3360,0,17800,56432,157665,DebtCon,ProfExe,20,0,0,238.16689863,0,27,20.079334384
3361,0,17800,44326,79651,DebtCon,ProfExe,4,0,0,246.7969491,3,32,32.509012068
3363,0,17900,37265,53214,DebtCon,ProfExe,2,0,0,259.96383104,0,34,39.831500564
3364,0,17900,62697,89848,DebtCon,Office,7,0,0,113.05889691,0,19,24.072191356
3365,0,17900,72501,94488,DebtCon,Office,1,0,0,162.38956192,3,19,29.961189014
3366,0,17900,97335,167384,,Other,,0,,250.48710842,,24,39.15632328
3368,0,17900,66823,91680,DebtCon,Mgr,0,0,0,89.43649279,0,18,27.710657289
3369,0,17900,38233,63578,DebtCon,,6,1,0,79.1215828,2,9,26.518830695
3370,0,17900,70444,95860,HomeImp,Office,7,,,95.684254766,0,11,38.142822739
3372,0,17900,102054,143103,DebtCon,Office,5,,,125.85853903,2,16,32.847435051
3373,0,17900,56273,111507,HomeImp,Office,1,,2,123.02256355,1,23,39.491487113
3374,1,17900,51080,92051,HomeImp,Mgr,10,0,0,117.08978536,0,31,42.373232999
3375,0,17900,46342,68029,DebtCon,Mgr,26,1,0,279.00708055,1,17,36.07297543
3376,0,17900,110332,130756,DebtCon,Other,2,0,1,288.65558416,1,47,41.946375198
3377,0,17900,68779,98623,DebtCon,Mgr,1,0,0,83.861641243,0,17,26.405666645
3378,1,17900,,31953,HomeImp,Other,10,0,1,74.429307591,1,2,29.975603348
3379,0,18000,68000,98898,DebtCon,Office,10,0,0,206.96666667,2,13,
3380,0,18000,49255,61752,DebtCon,Other,8,0,0,122.06196718,3,49,30.033722382
3382,0,18000,97523,130166,DebtCon,Mgr,5,,,247.97282353,3,42,40.591687385
3383,0,18000,63508,94991,DebtCon,Office,1,0,0,155.88472429,0,25,23.58566428
3385,0,18000,,53365,DebtCon,Other,,,,340.46080102,,17,30.575650029
3386,0,18000,72152,102671,HomeImp,ProfExe,7,0,0,84.639348205,0,16,32.886875225
3388,0,18000,84824,115146,DebtCon,Other,21,0,0,293.98043579,0,16,27.097523474
3389,0,18000,23252,50750,DebtCon,ProfExe,16,0,0,180.6,1,20,
3390,0,18000,46865,61266,DebtCon,,5,0,0,102.59467389,2,9,26.353753375
3391,0,18000,105000,172500,DebtCon,Office,6,0,0,219.16666667,4,24,
3392,0,18000,23000,46000,DebtCon,Other,0.2,,,312.53333333,,25,
3393,0,18000,7051,66200,DebtCon,Office,,0,0,250.56666667,0,22,
3394,0,18000,88000,131300,DebtCon,Mgr,14,0,0,179.56666667,2,26,
3395,0,18000,124000,195000,HomeImp,ProfExe,13,0,0,202.9,0,22,
3398,0,18000,45000,68500,DebtCon,ProfExe,10,0,0,190.8,1,42,
3399,0,18000,56000,78000,DebtCon,,4,0,0,108.53333333,0,16,
3400,1,18000,62000,160800,HomeImp,ProfExe,15,0,0,129.83333333,1,11,
3402,1,18000,57988,86970,DebtCon,Other,16,0,0,165.33333333,2,14,
3403,1,18000,99401,140000,DebtCon,Other,8.9,2,0,150.1,3,20,
3404,1,18000,39005,60000,DebtCon,Other,10,2,0,112.63333333,5,5,
3405,1,18000,47000,69000,DebtCon,Other,6,3,2,110.63333333,2,24,
3406,0,18000,52301,79959,DebtCon,Other,1,,1,290.2806482,0,9,37.16369797
3408,0,18000,100822,118817,DebtCon,ProfExe,0,0,0,126.42643974,0,30,37.877411067
3409,1,18000,48724,72654,DebtCon,Other,7,0,0,62.088605958,0,4,31.570298921
3411,0,18000,90275,135792,DebtCon,Mgr,13,0,0,178.66176401,1,26,33.336960792
3412,0,18000,74162,89823,DebtCon,Other,0,2,1,121.76146583,1,26,34.025207507
3413,1,18000,114000,147140,DebtCon,Other,5,0,0,122.73333333,2,13,
3414,0,18000,50409,78404,DebtCon,ProfExe,9,0,0,191.28207894,0,42,39.483023972
3415,0,18000,54196,71412,DebtCon,ProfExe,10,0,0,189.87427039,1,42,37.352105103
3416,0,18000,41814,62845,HomeImp,Other,27,0,0,244.88185992,0,14,23.537045228
3417,0,18000,,97026,,Other,,0,0,182.59781573,1,9,30.675510367
3418,0,18000,107546,176314,DebtCon,Office,6,0,0,218.01938613,3,23,40.15214366
3420,0,18100,144692,183630,DebtCon,Mgr,11,0,0,256.2054726,0,21,27.384116512
3421,0,18100,53524,102133,HomeImp,Other,0,0,3,52.94238739,1,9,40.616797274
3422,0,18100,46145,72200,DebtCon,ProfExe,11,0,0,178.19207766,0,42,40.574022482
3424,0,18100,57864,164069,DebtCon,ProfExe,19,0,0,247.54527102,0,27,21.469271809
3425,0,18100,71814,89941,DebtCon,Other,10,0,0,83.167810785,3,11,32.285405494
3426,0,18100,62783,86066,DebtCon,Other,0,0,0,293.35858684,2,15,43.617714297
3427,0,18100,89454,119019,DebtCon,Other,13,0,0,127.24619628,1,8,37.525272691
3428,0,18100,112832,182418,DebtCon,Office,8,0,0,230.07213106,3,23,40.298698909
3429,0,18100,95322,119643,HomeImp,Mgr,2,0,0,313.60338664,1,20,42.119285302
3431,0,18100,73356,86885,DebtCon,Other,10,0,0,73.746710533,3,12,31.571018889
3433,0,18100,27239,39723,DebtCon,Mgr,17,0,0,111.53221405,1,16,24.449452808
3435,0,18100,32554,92419,DebtCon,ProfExe,8,0,0,164.90961318,1,20,29.016609979
3436,0,18100,18611,171194,HomeImp,Self,5,0,0,313.03794532,0,26,27.199154012
3437,0,18200,50250,72000,DebtCon,Mgr,10,2,0,75.066666667,3,28,
3438,0,18200,93702,158647,HomeImp,ProfExe,4,0,1,96.177793274,0,16,34.709935978
3440,1,18200,67809,89339,DebtCon,Sales,0,3,0,102.46098622,2,19,38.345340781
3442,0,18200,34593,56658,DebtCon,Other,15,0,0,126.04800979,1,18,36.926634786
3444,0,18200,94727,136877,DebtCon,Mgr,15,0,0,168.95996818,2,26,36.056437467
3446,0,18200,4447,21510,DebtCon,Other,,0,0,67,2,19,
3448,0,18200,97146,124195,DebtCon,Office,24,0,0,278.3074217,2,17,32.721694978
3449,0,18200,61690,89963,HomeImp,ProfExe,15,0,2,157.40967898,0,14,27.946675965
3450,0,18200,61554,94510,DebtCon,Office,2,0,0,161.35269333,0,24,23.896554711
3451,0,18200,4927,30198,DebtCon,Other,,0,0,89.599838668,1,19,41.230526879
3452,0,18200,53646,156048,DebtCon,ProfExe,20,0,0,232.29712557,0,27,20.856067533
3453,0,18200,120966,208782,DebtCon,Other,4,0,0,202.53433338,0,17,27.436646043
3454,0,18200,62141,90434,DebtCon,Office,0,0,0,69.410776649,0,22,35.357287245
3455,0,18200,68743,92112,DebtCon,Mgr,0,0,0,95.34376502,0,16,26.692666627
3456,1,18200,95091,113294,DebtCon,ProfExe,15,0,3,188.50461695,0,36,78.654386048
3457,0,18200,78077,105522,DebtCon,ProfExe,0,0,0,278.44302157,2,22,38.939650897
3458,0,18200,63852,93356,DebtCon,Other,1,0,0,181.91176992,0,31,33.209409246
3459,0,18200,39109,62371,HomeImp,Other,25,0,0,268.19826067,0,13,24.748181035
3460,0,18200,57980,79265,DebtCon,Other,16,0,0,194.05429283,0,20,37.725760606
3461,0,18300,40018,65355,DebtCon,Other,16,1,0,287.97462979,0,21,28.362882965
3462,0,18300,90337,103864,HomeImp,ProfExe,3,0,0,118.53458669,0,25,39.720488984
3464,0,18300,55584,95236,,ProfExe,10,0,0,,1,15,24.590633188
3465,0,18300,121001,210685,DebtCon,Other,2,0,0,192.97728543,0,16,26.860500326
3466,0,18300,26982,59552,DebtCon,ProfExe,15,0,0,183.61441489,1,19,36.299617975
3467,0,18300,63351,87645,DebtCon,Other,1,0,0,324.614647,3,15,43.90230255
3469,0,18300,90099,118545,DebtCon,ProfExe,12,0,0,140.51585064,3,18,38.899231691
3471,0,18300,35975,60500,DebtCon,Office,13,0,2,118.66666667,1,22,
3472,1,18300,60100,82506,DebtCon,ProfExe,10,3,1,171.46666667,2,64,
3473,0,18300,73510,95132,DebtCon,Mgr,0,0,0,86.684295749,0,17,25.244046294
3474,0,18300,93728,153093,HomeImp,ProfExe,5,0,0,109.33710593,0,16,36.213987487
3478,0,18300,89455,124840,DebtCon,ProfExe,13,,,148.76466054,,24,29.962401502
3479,0,18300,67550,95440,DebtCon,Office,3,0,0,154.15011358,0,25,22.854999265
3481,0,18400,89101,118748,DebtCon,ProfExe,7,0,0,153.84976303,2,21,21.76282696
3482,0,18400,65519,89276,DebtCon,Other,0,1,2,123.09855199,2,26,36.354203237
3483,1,18400,88352,110216,HomeImp,Other,1,0,0,376.72364282,3,31,47.830671133
3484,0,18400,94280,122172,DebtCon,Office,23,0,0,280.04883361,2,16,33.363528658
3485,0,18400,63569,95729,HomeImp,ProfExe,23,0,0,237.2759487,0,23,38.41536702
3486,0,18400,61049,96397,DebtCon,Office,2,0,0,80.155757172,0,23,35.425579192
3487,0,18400,99902,125249,DebtCon,Office,26,0,0,294.42411801,2,16,33.488547383
3488,1,18400,72718,98065,DebtCon,Other,8,0,0,119.05781713,0,19,35.364128433
3489,1,18400,116228,148722,DebtCon,Other,1,0,0,159.16923466,2,25,38.079761822
3491,0,18400,94952,129177,DebtCon,ProfExe,12,,,140.48070351,,24,29.967505846
3492,0,18400,83548,111626,DebtCon,ProfExe,9,0,0,163.85439342,3,17,37.078117787
3494,0,18400,40673,60418,HomeImp,Other,27,0,0,247.64957888,0,13,24.980298956
3495,0,18400,41730,59750,DebtCon,,6,1,0,109.96140649,1,10,27.911845443
3496,0,18400,48970,69559,DebtCon,ProfExe,20,0,0,178.01583301,0,23,39.707988067
3497,0,18400,75491,101745,DebtCon,ProfExe,0,0,0,279.37005066,1,20,38.750299661
3498,1,18400,43188,68876,DebtCon,Other,,0,0,199.00057602,6,25,41.006103287
3499,0,18400,62300,95869,DebtCon,Other,2,0,0,172.75912343,1,31,35.189447274
3500,0,18500,57174,91772,HomeImp,ProfExe,4,0,0,129.66321658,0,13,28.904478844
3501,0,18500,46555,69186,DebtCon,ProfExe,19,0,0,187.23013253,0,22,38.188143858
3504,0,18500,14517,95150,HomeImp,Other,11,0,0,272.03410245,0,22,27.478583037
3505,0,18500,102472,115719,DebtCon,ProfExe,0,0,0,120.09026456,0,30,34.243440963
3506,0,18500,10934,66367,DebtCon,Sales,1,0,0,326.56732823,0,5,38.151671011
3508,0,18500,65165,90805,DebtCon,Office,2,0,0,160.73226514,0,25,25.372047645
3509,0,18500,81938,106187,DebtCon,ProfExe,2,0,0,282.90060926,1,21,40.038841103
3511,0,18500,67686,95949,HomeImp,ProfExe,9,0,0,78.949070691,0,16,31.808242985
3512,0,18500,42683,68000,DebtCon,Office,3,0,0,229.3,0,12,
3513,0,18500,67290,95750,DebtCon,Other,,2,1,237.1,2,14,
3514,0,18500,71000,95000,DebtCon,Mgr,6,0,0,71,7,24,
3515,0,18500,49367,71485,DebtCon,ProfExe,10,0,0,175.38704889,1,42,37.772221651
3516,0,18500,99474,127470,DebtCon,Office,22,0,0,287.00225626,3,16,30.996027629
3517,0,18500,38145,59415,HomeImp,Other,25,0,0,241.89735737,0,14,23.870792259
3518,0,18500,90150,122767,DebtCon,ProfExe,12,,,135.57297776,,25,33.46387238
3519,0,18600,72860,90347,DebtCon,Other,0,1,1,104.04046687,2,26,36.025925278
3520,1,18600,73473,105848,HomeImp,Mgr,9,0,4,186.71283572,1,14,27.646036576
3521,0,18600,84874,115759,DebtCon,ProfExe,9,0,0,146.06981083,3,18,39.834319933
3522,0,18600,47199,70134,DebtCon,Other,8,0,0,86.558860141,3,15,43.507938545
3523,1,18600,23850,61808,HomeImp,Other,12,0,0,46.946164052,0,8,40.852927503
3524,0,18600,60709,89683,DebtCon,Other,1,0,0,316.31385839,2,16,43.756566038
3525,0,18600,58992,86816,DebtCon,,4,0,0,103.50429531,0,16,40.956598244
3526,0,18600,96993,134785,DebtCon,Mgr,14,0,0,173.89751303,2,25,33.363269718
3527,0,18600,23792,79716,HomeImp,Other,,0,0,238.78983667,0,50,42.127124258
3528,0,18600,14167,71194,DebtCon,Office,,0,0,264.01712414,0,21,40.246901138
3529,0,18600,98200,123662,DebtCon,Office,0,,3,241.64223157,0,29,41.05065735
3530,0,18600,100144,153751,HomeImp,ProfExe,4,0,0,93.662170489,0,16,34.892733618
3531,0,18600,20915,40098,,Office,2,0,0,213.45053689,0,16,40.250033734
3532,0,18600,38674,63641,HomeImp,Other,23,0,0,245.04937197,0,13,25.180989842
3533,0,18600,50167,96312,DebtCon,ProfExe,5,0,0,128.33943385,1,21,36.377322201
3534,0,18600,39783,59196,DebtCon,Other,17,0,0,279.81006654,0,21,29.774806835
3535,0,18600,119741,212530,DebtCon,Other,4,1,0,202.28857763,0,17,27.07376116
3537,1,18600,64248,82690,DebtCon,Mgr,0,1,0,89.189005469,0,23,53.848219887
3539,0,18600,57300,8000,DebtCon,Other,6,,,68,1,17,
3540,0,18600,132785,155644,DebtCon,Mgr,,0,0,225.72750616,0,20,37.32857399
3542,0,18600,,95085,,Other,,0,0,175.78799489,1,10,32.250915334
3544,0,18600,80970,101244,DebtCon,ProfExe,0,0,0,272.88259897,2,20,39.808993217
3545,0,18600,15243,172611,HomeImp,Mgr,25,0,0,73.441538538,2,21,29.095882796
3546,1,18600,51936,75278,DebtCon,ProfExe,3,0,0,199.80175424,0,21,36.995645842
3547,0,18600,96476,119780,DebtCon,Office,0,,2,264.15312468,0,29,40.805743364
3548,0,18700,37883,64763,HomeImp,Other,25,0,0,236.99683653,0,13,23.621203075
3549,0,18700,58498,90135,DebtCon,Office,30,0,0,199.10927232,0,21,33.182239494
3551,1,18700,39441,71345,DebtCon,Other,11,0,4,132.83675752,0,13,27.691648158
3552,0,18700,69954,104510,DebtCon,Office,10,0,0,211.24331121,2,13,33.549858765
3553,0,18700,11886,63762,DebtCon,Sales,0,0,0,315.2604995,0,5,39.675833586
3554,0,18700,47903,63933,HomeImp,Office,3,0,0,120.41804194,1,17,32.977596653
3555,0,18700,136790,178135,DebtCon,Mgr,12,0,0,246.95441969,0,21,30.11861356
3556,0,18700,99003,162566,,Other,,1,,252.26379877,,23,39.209039167
3557,0,18700,63990,94035,,ProfExe,9,0,0,,0,14,25.783356591
3558,0,18700,110292,132953,DebtCon,ProfExe,7,0,0,105.4248876,0,14,30.552752321
3559,0,18700,50354,79011,DebtCon,Other,1,,1,290.82702957,1,10,35.139034361
3560,0,18700,68196,89641,DebtCon,Other,0,2,1,112.97604123,1,26,34.414621628
3561,0,18700,93210,109980,DebtCon,ProfExe,7,0,0,145.48592651,2,20,22.496235519
3562,1,18700,70562,91223,DebtCon,Other,27,0,2,112.71036806,4,35,64.272476898
3563,0,18700,66197,83151,HomeImp,ProfExe,12,0,2,157.94598178,0,14,29.349485795
3564,0,18700,66891,94454,DebtCon,Office,0,0,0,160.71128201,3,20,32.784193505
3565,1,18700,66003,82410,DebtCon,Mgr,0,1,0,85.77380757,1,23,51.517385302
3566,0,18700,45365,71853,DebtCon,Other,7,0,0,98.456484436,3,15,41.388747587
3567,0,18700,59929,89526,DebtCon,Office,0,0,0,64.454725278,0,22,35.087348647
3568,0,18700,87958,114696,DebtCon,Other,20,0,0,301.9122949,0,17,24.415219692
3569,0,18700,118208,130216,DebtCon,,14,0,0,190.95732454,0,17,40.748234633
3570,0,18700,39821,60672,HomeImp,Other,26,0,0,243.86876302,0,14,23.35928056
3571,0,18800,110098,120662,DebtCon,Other,0,0,0,122.16982106,1,21,39.322315408
3572,0,18800,77025,103322,HomeImp,ProfExe,8,0,0,87.133722098,0,15,33.405896838
3574,1,18800,67666,167619,HomeImp,ProfExe,14,0,0,135.95180823,1,11,47.590528653
3575,0,18800,166737,199303,DebtCon,ProfExe,9,0,0,270.88268753,1,38,25.532128787
3576,1,18800,73396,137076,DebtCon,Office,18,0,1,163.59204517,4,20,40.375372412
3577,0,18800,96272,163250,DebtCon,Mgr,2,0,0,204.49258593,1,19,37.868355391
3578,0,18800,98582,122597,HomeImp,Mgr,1,0,0,307.52479033,1,20,39.394168925
3580,0,18800,66562,90325,DebtCon,Other,0,1,1,112.90326219,2,25,33.162271481
3581,1,18800,63836,87000,DebtCon,Other,8,2,1,110.56666667,2,33,
3582,0,18800,102120,165302,,Other,,0,,274.11292609,,24,40.105029842
3583,0,18800,91731,125902,DebtCon,Office,24,0,0,276.7274249,2,16,32.294304005
3584,0,18800,22782,60590,HomeImp,ProfExe,8,0,0,198.87639548,0,13,30.329929987
3585,0,18800,88828,116683,DebtCon,ProfExe,6,0,0,141.84139798,1,20,21.679278339
3586,0,18900,127269,203737,HomeImp,ProfExe,14,0,0,206.20003676,0,21,36.272858359
3587,0,18900,,49442,DebtCon,Office,2,0,0,76.571848001,1,9,38.8759867
3588,0,18900,87081,115165,DebtCon,Other,13,0,0,120.46218617,1,8,34.400376562
3589,0,18900,83474,104133,HomeImp,ProfExe,4,0,0,109.9887849,1,24,38.864019539
3590,0,18900,34583,59247,DebtCon,Other,15,0,0,89.340627109,0,17,39.990188361
3591,0,18900,91784,117626,DebtCon,Other,21,0,0,280.1234728,0,16,25.67302186
3592,0,18900,87657,117577,DebtCon,ProfExe,9,0,0,142.46649495,2,19,39.96618165
3593,0,18900,154563,198790,DebtCon,Other,7,0,0,,1,15,29.47261446
3594,1,18900,51075,78045,DebtCon,Office,2,1,5,74.091196034,1,15,42.198282202
3595,0,18900,39727,68477,DebtCon,Office,11,0,2,134.27984227,0,22,40.42119971
3596,1,18900,17800,40798,DebtCon,Office,6,2,0,167.46666667,2,16,
3597,0,18900,68315,98175,HomeImp,Mgr,14,0,0,161.33333333,0,28,
3598,0,18900,127559,154545,DebtCon,Mgr,,0,0,216.66951535,0,18,36.915878204
3599,0,18900,55238,112776,DebtCon,ProfExe,16,0,0,251.54939236,0,19,25.769499901
3600,0,18900,123206,205608,DebtCon,Other,4,0,0,201.30237176,0,17,27.527502021
3601,1,18900,,75252,DebtCon,,,,,,,,42.919604974
3603,0,18900,44605,65489,DebtCon,ProfExe,15,0,0,189.00845586,0,23,38.57108327
3604,0,18900,69325,102438,DebtCon,Other,,2,1,222.65227491,2,13,43.524097796
3605,1,18900,61429,84990,DebtCon,ProfExe,8,3,1,166.17939921,2,64,40.436704805
3606,0,18900,101289,127485,HomeImp,Mgr,0,0,0,319.25081591,0,19,42.723232206
3608,0,18900,103130,120119,DebtCon,Other,7,0,0,292.7517427,1,19,30.681688914
3610,0,18900,82537,117610,DebtCon,Mgr,16,0,0,233.84853474,5,30,39.064892967
3612,0,19000,62356,92299,DebtCon,Office,0,0,0,60.294143175,0,23,34.816959504
3613,0,19000,7524,28639,DebtCon,Other,,0,0,60.328252745,1,18,42.358461482
3614,0,19000,43479,78631,DebtCon,Other,1,,1,301.40369147,1,10,38.253096875
3615,0,19000,172108,195892,DebtCon,ProfExe,10,0,0,276.76334062,0,38,24.475689897
3616,0,19000,130291,168187,DebtCon,Office,3,0,0,140.68934288,0,20,24.788150207
3617,0,19000,167104,200184,DebtCon,ProfExe,9,0,0,256.64834362,0,38,23.668678492
3618,0,19000,22236,169461,HomeImp,Self,7,0,0,296.08019369,0,27,27.640018057
3619,0,19000,75673,100335,HomeImp,ProfExe,8,0,0,93.159544907,0,16,33.518480526
3622,0,19000,47400,80000,DebtCon,Other,12,0,0,95.366666667,1,10,
3623,0,19000,43074,75700,,,,,,,,,
3624,0,19000,122000,158000,DebtCon,Office,2,,1,374.03333333,,52,
3625,0,19000,145800,190300,DebtCon,ProfExe,13,,,109.66666667,1,24,
3626,1,19000,42000,64000,DebtCon,Mgr,9,0,0,30.466666667,3,8,
3627,1,19000,64758,119780,DebtCon,ProfExe,19,0,4,349,0,20,
3628,1,19000,46300,72000,DebtCon,ProfExe,5,1,1,215.03333333,6,24,
3629,1,19000,171106,200000,DebtCon,Other,9.8,3,0,153.16666667,0,26,
3630,1,19000,93050,118000,DebtCon,Office,1,0,0,40.566666667,0,10,
3632,1,19000,105200,130000,HomeImp,Self,5,1,0,237.43333333,1,27,
3633,0,19000,165988,217000,DebtCon,Office,13,0,0,214.03333333,1,32,
3634,1,19000,100670,122581,DebtCon,Mgr,10,0,,81.252547416,0,27,41.863631054
3635,1,19000,24658,47027,HomeImp,Mgr,19,0,0,159.10522518,4,31,53.548195849
3637,0,19000,105729,172555,DebtCon,Office,6,0,0,216.43903593,4,23,41.046748124
3638,0,19000,42488,65636,DebtCon,Other,7,0,0,90.676444354,3,14,42.226716481
3639,0,19100,51994,66467,DebtCon,Other,7,0,0,100.18188768,3,15,41.155082612
3640,0,19100,31442,57151,DebtCon,Other,16,0,0,100.03263589,1,17,39.907041625
3641,0,19100,105111,176829,DebtCon,Office,6,0,0,211.40033751,4,24,41.413123846
3642,0,19100,46406,64413,DebtCon,Other,16,0,0,285.72525765,0,22,30.774536167
3645,0,19100,58453,76731,DebtCon,Other,15,1,0,203.14107643,1,21,36.228729628
3648,0,19200,68902,98737,DebtCon,Office,1,0,0,166.81657408,4,19,33.035075976
3649,0,19200,54483,81690,DebtCon,Other,16,0,0,198.70251643,0,21,37.749426528
3650,1,19200,62334,91300,DebtCon,Mgr,8,0,1,92.333333333,4,13,
3651,0,19200,73339,95426,DebtCon,Office,1,0,0,169.97974973,4,19,33.299295759
3653,0,19200,83591,109772,HomeImp,ProfExe,4,0,0,101.49881202,1,25,37.077041528
3655,0,19200,153722,199812,DebtCon,ProfExe,13,,,121.94291622,0,24,29.802859083
3656,0,19200,65206,13933,DebtCon,Other,7,,,57.59183135,0,16,42.50243535
